object_id,global_id,faa_identifier,name,latitude,longitude,airport_geom,elevation,icao_id,airport_type,service_city,state_abbreviation,country,oper_status,airport_use,iap_exists,dod_hiflip,far_91,far_93,mil_code,airspace_analysis,us_high,us_low,ak_high,ak_low,us_area,pacific
17302,7F223ABE-7FAE-4E77-BF28-8717771D0024,8W9,R & K Skyranch,46.83268827,-123.0914334,POINT(-123.0914334 46.83268827),149,,Aerodome,Rochester,WA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16924,56FB183C-0AD3-47B0-87C0-1B4A6339014D,W52,Goheen,45.82680188,-122.5768706,POINT(-122.5768706 45.82680188),292,,Aerodome,Battle Ground,WA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17055,C012D0D2-52CD-42CD-B86C-9057D0B6F28F,00W,Lower Granite State,46.67275608,-117.4416805,POINT(-117.4416805 46.67275608),719,,Aerodome,Colfax,WA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17243,F04F8C93-B86E-4BB6-879B-82A47685F7D2,39P,Strom Fld,46.5503664,-122.2666405,POINT(-122.2666405 46.5503664),941,,Aerodome,Morton,WA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17325,BB6235F2-8FA8-4694-8819-A28643B9ABE5,3B8,Shady Acres,47.07039447,-122.3710981,POINT(-122.3710981 47.07039447),445,,Aerodome,Spanaway,WA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17213,7C5808B0-BA3C-4C7E-8DBD-341A62F244C6,W09,Lower Monumental State,46.54972818,-118.5367098,POINT(-118.5367098 46.54972818),813,,Aerodome,Kahlotus,WA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17050,4AEFEFF4-6500-4602-ACA7-1063BEDA121C,2W1,De Vere Fld,47.17758686,-120.8526754,POINT(-120.8526754 47.17758686),1800,,Aerodome,Cle Elum,WA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17241,735AFDF4-563D-4B6C-B3A9-2A55DC915E2E,W16,First Air Fld,47.87136928,-121.9952588,POINT(-121.9952588 47.87136928),50,,Aerodome,Monroe,WA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17800,09C6C176-0418-4AC3-A7E8-15B4601CB3C0,1H9,Nest of Eagles,45.83561933,-91.80289634,POINT(-91.80289634 45.83561933),1120,,Aerodome,Spooner,WI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17520,ED28F219-7F8D-4B7F-BB88-8E8BAF82A6B6,11Y,Flying Feathers,44.06119152,-88.19493949,POINT(-88.19493949 44.06119152),940,,Aerodome,Chilton,WI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17612,C3DCD8AC-81AE-465F-A017-E70069257F1F,49C,Camp Lake,42.53335988,-88.15842625,POINT(-88.15842625 42.53335988),755,,Aerodome,Camp Lake,WI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17380,4454E954-4607-426E-911D-DACDB836D137,54W,Albany,42.717394,-89.4241897,POINT(-89.4241897 42.717394),819,,Aerodome,Albany,WI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17943,BBAFF172-4405-4D33-A853-E46BA17AB446,W23,Wild Rose Idlewild,44.19776342,-89.21790119,POINT(-89.21790119 44.19776342),908,,Aerodome,Wild Rose,WI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17565,412FB4AB-5C9B-416E-AB9E-2CF37BD5F475,62C,Cindy Guntly Mem,42.81094687,-88.09404209,POINT(-88.09404209 42.81094687),790,,Aerodome,Franksville,WI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17790,D0F6192D-3B0B-464D-AC24-753A36284AD9,W34,Shiocton,44.45471406,-88.56177409,POINT(-88.56177409 44.45471406),769,,Aerodome,Shiocton,WI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18103,ECF7DAAE-BE4D-43D0-860C-2C701C5A623A,55I,Slate Run,38.77752009,-81.31018416,POINT(-81.31018416 38.77752009),1001,,Aerodome,Spencer,WV,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2910,E159F185-2041-43B9-A588-A3604FD5817F,C21,Commonwealth Health Center,15.20975909,145.7245506,POINT(145.7245506 15.20975909),16,,Heliport,Garapan,,Northern Mariana Is,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2871,5D643658-16FF-4731-AFC4-17D618DDCB36,4C3,Yalesville,41.49189734,-72.81116778,POINT(-72.81116778 41.49189734),65,,Heliport,Yalesville,CT,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2969,8B119071-0C6B-43D6-97B6-86BEBA430DF5,N09,Northfield,41.72371654,-73.11566678,POINT(-73.11566678 41.72371654),903,,Heliport,Thomaston,CT,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2954,186E4297-9854-4BE1-8A65-BAA7FEAAC3C9,6Y2,Candlelight,41.56788039,-73.46067938,POINT(-73.46067938 41.56788039),675,,Heliport,New Milford,CT,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3207,86E27B40-A2D3-4930-8600-B186D976A954,DT1,Downtown Fort Lauderdale,26.12046922,-80.14205754,POINT(-80.14205754 26.12046922),114,,Heliport,Fort Lauderdale,FL,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4900,BD597E3C-7937-4D7B-B28A-8A23EFB03F98,TF8,Tinley Park Helistop,41.55917446,-87.8058391,POINT(-87.8058391 41.55917446),760,,Heliport,Chicago/Tinley Park,IL,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5000,550B67F1-5D1E-4BB1-8E64-DC82D4B11C19,4H1,Schaumburg Muni Helistop,42.04809064,-88.05257784,POINT(-88.05257784 42.04809064),730,,Heliport,Chicago/Schaumburg,IL,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5530,67E9746F-02B0-4201-9587-9C220C7A2E70,1I6,Holiday Inn Lakeview,38.28304063,-85.75488267,POINT(-85.75488267 38.28304063),445,,Heliport,Clarksville,IN,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5683,2D5E5377-A693-4450-9CF0-E34FBE12A9DC,II9,Wilbur Wright Birthplace,39.9541743,-85.2433382,POINT(-85.2433382 39.9541743),1140,,Heliport,Hagerstown,IN,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7180,22F39760-D0DA-42D3-A2C2-FC6931F50456,4MD,Pier 7,39.2722301,-76.57166884,POINT(-76.57166884 39.2722301),16,,Heliport,Baltimore,MD,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7773,97A96E46-19DF-432B-8DED-C2A67577AE2E,13D,Ponderosa,42.62917486,-83.68308797,POINT(-83.68308797 42.62917486),1017,,Heliport,Highland,MI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7993,814F8406-3558-4B6A-B8EE-CF9C04470AB6,2T7,Van Camp's,42.01924141,-83.84865463,POINT(-83.84865463 42.01924141),740,,Heliport,Tecumseh,MI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7949,BD76E279-F0A9-4080-A6D9-9722F373B366,11J,Gorilla,42.42500811,-84.57803267,POINT(-84.57803267 42.42500811),980,,Heliport,Onondaga,MI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7767,09CC5E3C-D76A-466F-A5B6-2AC9CE31B54E,HD6,Harsens Island,42.59223602,-82.57195429,POINT(-82.57195429 42.59223602),578,,Heliport,Harsens Island,MI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7849,FAD09F29-3A46-4D59-81B3-04093B4C8F9C,E66,Maple Grove,42.71709152,-84.0619492,POINT(-84.0619492 42.71709152),908,,Heliport,Fowlerville,MI,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8818,48C3AA9E-8828-4113-B081-A8A55F0C1247,MO7,St Louis Downtown,38.62534047,-90.18300618,POINT(-90.18300618 38.62534047),387,,Heliport,St Louis,MO,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9570,6B958D99-0899-40C5-9961-E5A5E03CDFC8,8N0,Rockingham Co,36.49365163,-79.73986131,POINT(-79.73986131 36.49365163),605,,Heliport,Eden,NC,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9545,7BA8F664-163F-4698-9BB6-396C353B3316,N39,Meyers,35.50371745,-82.73996013,POINT(-82.73996013 35.50371745),2273,,Heliport,Candler,NC,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9952,6E697782-E09D-4834-B6C0-01E112D905BD,N46,U S,34.98434712,-80.41914894,POINT(-80.41914894 34.98434712),590,,Heliport,Wingate,NC,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10901,799EAEE3-D905-49B3-8151-524C1D5C3AC8,N01,Mosquero Emergency Services,35.78245035,-103.9580373,POINT(-103.9580373 35.78245035),5590,,Heliport,Mosquero,NM,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19646,5D4AC118-1F49-4CA5-AB86-E16D53196A12,NM1,Black Rock,35.08498052,-108.7883605,POINT(-108.7883605 35.08498052),6454,,Heliport,Zuni,NM,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11002,83A6A3E5-A71A-461E-9D4F-B171ABB4E68F,C54,Catron Co,34.31572766,-108.3098992,POINT(-108.3098992 34.31572766),7205,,Heliport,Quemado,NM,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11007,7236D057-3150-407F-BEE4-4ECEC356BD91,N02,Red River,36.7098004,-105.4189321,POINT(-105.4189321 36.7098004),8617,,Heliport,Red River,NM,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10868,E1C7565C-4CAF-48E7-8A5B-696B788C2FEE,C12,Cimarron,36.51271429,-104.9247181,POINT(-104.9247181 36.51271429),6460,,Heliport,Cimarron,NM,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11292,103C8D95-78C5-4641-9636-4C9F16EFF394,H43,Haverstraw,41.21093335,-73.96929591,POINT(-73.96929591 41.21093335),12,,Heliport,Haverstraw,NY,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11745,163FD920-18C3-46E6-9A9E-8BB252CE701B,5D7,Dayton Transportation Cntr,39.75756321,-84.18839898,POINT(-84.18839898 39.75756321),800,,Heliport,Dayton,OH,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11792,9028FE9D-9761-4B7B-A8B7-E45147085AB1,08G,Salt Fork Lodge,40.11091201,-81.52623432,POINT(-81.52623432 40.11091201),960,,Heliport,Cambridge,OH,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12226,ED27CC51-7F81-45ED-8B76-57C8EEFC19A0,6T2,Seagate Helistop,41.65422386,-83.53132672,POINT(-83.53132672 41.65422386),650,,Heliport,Toledo,OH,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11731,BB640FD4-D7DB-4640-B844-91835D0E1AD9,2A7,Department of Transportation,39.95979385,-83.04407782,POINT(-83.04407782 39.95979385),715,,Heliport,Columbus,OH,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11575,95D133D1-1CA2-453C-BB32-F3725C921380,2D6,Bannock,40.10702203,-80.97537693,POINT(-80.97537693 40.10702203),1100,,Heliport,Bannock,OH,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11695,C9232E96-AB9A-4651-8BFD-9F64D7F42B3B,5D1,Stark Co Sheriff,40.84017465,-81.30833709,POINT(-81.30833709 40.84017465),1135,,Heliport,Canton,OH,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13098,E7042348-ED14-4069-9C25-C074842DCBBB,00A,Total Rf,40.07084143,-74.93361282,POINT(-74.93361282 40.07084143),11,,Heliport,Bensalem,PA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18412,1197D125-184D-47FC-8495-604761BD0598,73T,Desoto,32.63166682,-96.85523531,POINT(-96.85523531 32.63166682),648.5,,Heliport,Desoto,TX,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13186,B0ABC5B2-8CCD-444D-BBB2-D3376F26959C,03G,Thermal-G,42.02062215,-80.07072291,POINT(-80.07072291 42.02062215),1434,,Gliderport,Erie,PA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14315,E21AC7EF-3F43-40C9-8AA6-146B3C07AFAB,50M,Puckett,35.68945119,-86.61500496,POINT(-86.61500496 35.68945119),780,,Gliderport,Eagleville,TN,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14178,E93769AC-B15C-4018-8BE8-B28797C66D1B,92A,Chilhowee,35.22646896,-84.58493712,POINT(-84.58493712 35.22646896),770,,Gliderport,Benton,TN,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13251,CE7C8233-FA31-4A01-AC3E-7609B838A49A,48P,Rocky Hill,41.14856385,-75.27527966,POINT(-75.27527966 41.14856385),1240,,Ultralightport,Cresco,PA,United States,Operational,Public,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
443,C043C294-B7D9-429A-9727-4BDAE673CE71,AA85,Walby Lake,61.61642117,-149.2210539,POINT(-149.2210539 61.61642117),114,,Seaport,Palmer,AK,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
763,5AC46A94-0399-4033-927A-6ECCC4B41CF5,AA11,Misty Lake,61.55074054,-149.6761538,POINT(-149.6761538 61.55074054),350,,Seaport,Wasilla,AK,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
762,F872643F-8A72-4AC0-B157-19060AF2F3DB,69AK,Memory Lake,61.62889058,-149.4236345,POINT(-149.4236345 61.62889058),463,,Seaport,Wasilla,AK,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68,F796B7A6-142D-4C5A-BA18-5BE87E34FE88,85AK,Marion,61.50916828,-149.9086344,POINT(-149.9086344 61.50916828),150,,Seaport,Big Lake,AK,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
830,C5C344A1-F784-4952-8ABE-D837981A46BA,AL46,Shoals Creek,34.90259155,-87.58725296,POINT(-87.58725296 34.90259155),510,,Seaport,Florence,AL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1008,5AB2DA7E-035C-46A8-A761-80A065E9E5AE,46AL,Sly Pig's Base,33.19833957,-86.47500477,POINT(-86.47500477 33.19833957),396,,Seaport,Sylacauga,AL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
950,3903F0BF-7105-4FC0-83A8-02D6A241EF7A,AL96,Bon Secour,30.2983389,-87.74083832,POINT(-87.74083832 30.2983389),0,,Seaport,Gulf Shores,AL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1000,308A76EE-284B-48BF-9F91-F30BD3A3DA6E,AL58,Lower Delta,30.67548147,-87.95987618,POINT(-87.95987618 30.67548147),0,,Seaport,Spanish Fort,AL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
949,1761102E-DDC7-430D-9FAF-8F63010D6519,AL75,Gulf State Park,30.26328334,-87.63689385,POINT(-87.63689385 30.26328334),0,,Seaport,Gulf Shores,AL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2881,78069084-4470-4DC0-BB24-CD7C7E840A0D,08CT,Seavair's Landing,41.89600574,-73.09314845,POINT(-73.09314845 41.89600574),881,,Seaport,Winsted,CT,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2836,2736A193-C44E-46D6-9721-C8CE02EE66C3,CT87,Bootlegger's,41.998438,-72.6059233,POINT(-72.6059233 41.998438),35,,Seaport,Enfield,CT,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2837,AB792EBB-50E7-4DFF-86C0-4D0F7F735865,CT16,Fetske,41.37510677,-72.37452957,POINT(-72.37452957 41.37510677),0,,Seaport,Essex,CT,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2844,839DEA9E-5BA3-46EB-8FDC-E21A1449E369,CT78,Lord Creek,41.35149566,-72.35508457,POINT(-72.35508457 41.35149566),0,,Seaport,Lyme,CT,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3782,0A961A7A-77C9-4E8D-B971-95BDE2E8ABBC,3FA8,Searey Central,28.7661165,-81.74611433,POINT(-81.74611433 28.7661165),67,,Seaport,Tavares,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3120,C4F12DC7-230E-4F00-8B94-33E408B69762,1FL0,Garner Landing,28.103633,-81.80591433,POINT(-81.80591433 28.103633),147,,Seaport,Auburndale,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3651,BE17E9C8-81BE-436F-91FE-3E0AE5B824FE,34FA,Gezik,28.25194974,-80.66889178,POINT(-80.66889178 28.25194974),0,,Seaport,Rockledge,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3681,1AE6C526-2148-4138-B387-CF4BC1FB260D,FL72,Mezrah,27.94753573,-82.3908756,POINT(-82.3908756 27.94753573),6,,Seaport,Tampa,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3411,9EFD6446-B34A-4722-8C50-2E83E7E6E83A,9FD0,Sage Seadrome,27.9455827,-81.40340865,POINT(-81.40340865 27.9455827),53,,Seaport,Lake Wales,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3517,0B67AEC4-6DF4-4E70-A560-F9F9B0F01C33,98FD,Lake Jessup,28.71694511,-81.23312307,POINT(-81.23312307 28.71694511),3,,Seaport,Oviedo,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3233,D7D4C2C7-C3D9-49A4-9B9C-3BA15AA1C36E,FD46,Goddard Seadrome,27.75531154,-81.51396729,POINT(-81.51396729 27.75531154),78,,Seaport,Frostproof,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3260,9635790E-E73C-44CA-9E95-1EA1708D739B,FA05,Holiday Isle,24.93485891,-80.60089806,POINT(-80.60089806 24.93485891),0,,Seaport,Islamorada,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3385,6BB92FB6-093E-4E3B-88FE-C858B84028C5,FA17,Kissimmee,28.28362778,-81.40896283,POINT(-81.40896283 28.28362778),53,,Seaport,Kissimmee,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3524,1FB9ECA7-7DB4-433B-8CB9-C8F6AE307D53,4FD4,Bay Seaplanes,30.18492949,-85.74993526,POINT(-85.74993526 30.18492949),0,,Seaport,Panama City,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3156,CCC38BFC-9A64-4DEA-BAEE-1461CAE14514,FL04,Pate Lake,30.69132238,-85.75512667,POINT(-85.75512667 30.69132238),90,,Seaport,Caryville,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19514,A95B1884-E1FE-468A-BEB1-08767D6FC14E,FD43,Summer Lakes,28.52750534,-81.48083647,POINT(-81.48083647 28.52750534),70,,Seaport,Orlando,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3656,20E8305A-A82D-46EB-9604-9E50E792C4C0,FL55,Sanford,28.82278319,-81.26333642,POINT(-81.26333642 28.82278319),6,,Seaport,Sanford,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19622,064DCE46-2091-43BC-819B-B8C5C65AFEA6,25FD,Ritz Carlton Grande Lakes,28.39938586,-81.43581701,POINT(-81.43581701 28.39938586),80,,Seaport,Orlando,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3131,9558055D-CED0-4FA0-9D12-C149FE7A2B8F,FD79,Jordan,29.01458044,-81.97749219,POINT(-81.97749219 29.01458044),56,,Seaport,Belleview,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3334,DBFADEE2-73D5-4186-BC58-17F07B7BBFF0,FA73,Oak Harbor,28.12891107,-81.68785791,POINT(-81.68785791 28.12891107),130,,Seaport,Haines City,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3505,7638F013-EA81-416A-9EAD-5012A33DFF48,91FL,Lake Conway North,28.47917588,-81.36757283,POINT(-81.36757283 28.47917588),80,,Seaport,Orlando,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3506,17A742EC-0736-4515-AA96-3DA51F31396A,98FL,Sand Lake,28.43362254,-81.49146425,POINT(-81.49146425 28.43362254),90,,Seaport,Orlando/Buena Vista,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3032,FE6AA5DE-F5C0-4D8D-8935-F10CBD7F2FCC,0FL5,Lake Conway South,28.45861643,-81.34972532,POINT(-81.34972532 28.45861643),80,,Seaport,Belle Isle,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3117,114D2A33-B3F4-47BC-BF7E-48B8A3345796,29FA,Caloosa Downtown,26.63500487,-81.87500319,POINT(-81.87500319 26.63500487),2,,Seaport,Fort Myers,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
